API,KG_category,Subject,Object,URL
Service Provider TRAPI,biolink:coexists_with,biolink:Device,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_input,biolink:Device,biolink:Device,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:Device,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_input,biolink:Device,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_input,biolink:Device,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Device,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Device,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Activity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:BiologicalEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:BiologicalEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:BiologicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:BiologicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:BiologicalEntity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:BiologicalEntity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:BiologicalEntity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:BiologicalEntity,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Phenomenon,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Phenomenon,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:manifestation_of,biolink:Phenomenon,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Phenomenon,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Phenomenon,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:Phenomenon,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Phenomenon,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:NucleicAcidEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:NucleicAcidEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:NucleicAcidEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:NucleicAcidEntity,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:NucleicAcidEntity,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:NucleicAcidEntity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:NucleicAcidEntity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:NucleicAcidEntity,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:NucleicAcidEntity,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Behavior,biolink:Behavior,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Behavior,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:Behavior,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Protein,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Protein,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:Protein,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Protein,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:Protein,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:Protein,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:ChemicalEntity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:treated_by,biolink:Disease,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:contains_process,biolink:Cohort,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:SmallMolecule,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:superclass_of,biolink:MolecularActivity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:CellularComponent,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:MolecularActivity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:SmallMolecule,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:precedes,biolink:SmallMolecule,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:SmallMolecule,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:SmallMolecule,biolink:Device,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:SmallMolecule,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:SmallMolecule,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:SmallMolecule,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Disease,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:manifestation_of,biolink:Disease,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Disease,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Disease,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:Disease,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Disease,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Disease,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Disease,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:diagnoses,biolink:PhenotypicFeature,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:PhenotypicFeature,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:PhenotypicFeature,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:manifestation_of,biolink:PhenotypicFeature,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:PhenotypicFeature,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:manifestation_of,biolink:PhenotypicFeature,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:PhenotypicFeature,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Gene,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Gene,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Gene,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:Gene,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Gene,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Gene,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Gene,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Gene,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Gene,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:diagnoses,biolink:Procedure,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Procedure,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_input,biolink:Procedure,biolink:Device,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:precedes,biolink:Procedure,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Procedure,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_input,biolink:Procedure,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Procedure,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:Polypeptide,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Polypeptide,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Polypeptide,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Polypeptide,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Polypeptide,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupts,biolink:Polypeptide,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Polypeptide,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:Polypeptide,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Polypeptide,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Polypeptide,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Polypeptide,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:PathologicalProcess,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:PathologicalProcess,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:PathologicalProcess,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:PathologicalProcess,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:PathologicalProcess,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:PathologicalProcess,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:DiseaseOrPhenotypicFeature,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:DiseaseOrPhenotypicFeature,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:PhysiologicalProcess,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:PhysiologicalProcess,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:PhysiologicalProcess,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:occurs_in,biolink:PhysiologicalProcess,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:PhysiologicalProcess,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Device,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:close_match,biolink:Device,biolink:Device,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:Cohort,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:Cohort,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:OrganismAttribute,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:located_in,biolink:BiologicalEntity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:BiologicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:BiologicalEntity,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:produces,biolink:Phenomenon,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:causes,biolink:Phenomenon,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Phenomenon,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Phenomenon,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:has_part,biolink:NucleicAcidEntity,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_from,biolink:NucleicAcidEntity,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:NucleicAcidEntity,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:NucleicAcidEntity,biolink:Protein,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:NucleicAcidEntity,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:Drug,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Protein,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:coexists_with,biolink:Protein,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:GrossAnatomicalStructure,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupted_by,biolink:CellularComponent,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:target_for,biolink:Gene,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:associated_with,biolink:SmallMolecule,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:associated_with,biolink:Disease,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:gene_associated_with_condition,biolink:Gene,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:treats_or_applied_or_studied_to_treat,biolink:Polypeptide,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:disrupted_by,biolink:MolecularActivity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:condition_prevented_by,biolink:Disease,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:derives_into,biolink:Polypeptide,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:location_of,biolink:Bacterium,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:affects,biolink:BiologicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
Service Provider TRAPI,biolink:related_to,biolink:PhenotypicFeature,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/978fe380a147a8641caf72320862697b/query
